"FIPS","County","State","caShort"
"09001","Fairfield","Connecticut","yale"
"09003","Hartford","Connecticut","yale"
"09005","Litchfield","Connecticut","yale"
"09007","Middlesex","Connecticut","yale"
"09009","New Haven","Connecticut","yale"
"09011","New London","Connecticut","yale"
"09013","Tolland","Connecticut","yale"
"09015","Windham","Connecticut","yale"
